2015-2 ; 0 ; 0
2015-3 ; 0 ; 0
2015-8 ; 0 ; 0
2015-9 ; 0 ; 0
2015-10 ; 0 ; 0
2015-11 ; 0 ; 0
2015-12 ; 0 ; 0
2016-1 ; 0 ; 0
2016-2 ; 0 ; 0
2016-3 ; 0 ; 0
2016-5 ; 0 ; 0
2016-6 ; 0 ; 0
2016-7 ; 0 ; 0
2016-8 ; 0 ; 0
2016-9 ; 0 ; 0
2016-10 ; 0 ; 0
2016-11 ; 0 ; 0
2016-12 ; 0 ; 0
2017-1 ; 0 ; 0
2017-2 ; 0 ; 0
2017-4 ; 0 ; 0
2017-5 ; 0 ; 0
2017-6 ; 0 ; 0
2017-7 ; 0 ; 0
2017-9 ; 0 ; 0
2017-10 ; 0 ; 0
2018-1 ; 0 ; 0
2018-3 ; 0 ; 0
2018-4 ; 0 ; 0
2018-5 ; 0 ; 0
2018-6 ; 0 ; 0
2018-7 ; 0 ; 0
2018-8 ; 0 ; 0
2018-9 ; 0 ; 0
2018-10 ; 0 ; 0
2018-11 ; 0 ; 0
2018-12 ; 0 ; 0
2019-1 ; 1 ; 0
2019-2 ; 1 ; 0
2019-3 ; 1 ; 0
2019-5 ; 1 ; 0
2019-6 ; 1 ; 0
2019-8 ; 1 ; 0
2019-9 ; 1 ; 0
2019-10 ; 1 ; 0
2019-11 ; 1 ; 0
2019-12 ; 1 ; 0
2020-1 ; 1 ; 0
2020-2 ; 1 ; 0
