2012-12 ; 0 ; 0
2013-3 ; 0 ; 0
2013-4 ; 0 ; 0
2013-5 ; 0 ; 0
2013-6 ; 0 ; 0
2013-7 ; 0 ; 0
2013-9 ; 0 ; 0
2013-10 ; 0 ; 0
2013-12 ; 0 ; 0
2014-1 ; 0 ; 0
2014-2 ; 0 ; 0
2014-3 ; 0 ; 0
2014-4 ; 0 ; 0
2014-5 ; 0 ; 0
2014-6 ; 0 ; 0
2014-7 ; 0 ; 0
2014-8 ; 0 ; 0
2015-1 ; 0 ; 0
2015-2 ; 0 ; 0
2015-3 ; 0 ; 0
2015-5 ; 0 ; 0
2015-6 ; 0 ; 0
2015-7 ; 0 ; 0
2015-9 ; 0 ; 0
2015-10 ; 0 ; 0
2015-11 ; 0 ; 0
2016-1 ; 0 ; 0
2016-4 ; 0 ; 0
2016-6 ; 0 ; 0
2017-1 ; 0 ; 0
2017-3 ; 0 ; 0
2017-8 ; 0 ; 0
2017-11 ; 0 ; 0
2019-3 ; 0 ; 0
