2014-1 ; 0 ; 0
2014-2 ; 0 ; 0
2014-3 ; 0 ; 0
2014-4 ; 0 ; 0
2014-5 ; 0 ; 0
2014-6 ; 0 ; 0
2014-7 ; 0 ; 0
2014-8 ; 0 ; 0
2014-9 ; 0 ; 0
2014-10 ; 0 ; 0
2014-11 ; 0 ; 0
2014-12 ; 0 ; 0
2015-1 ; 0 ; 0
2015-2 ; 0 ; 0
2015-3 ; 0 ; 0
2015-4 ; 0 ; 0
2015-5 ; 0 ; 0
2015-6 ; 0 ; 0
2015-7 ; 0 ; 0
2015-8 ; 0 ; 0
2015-9 ; 0 ; 0
2015-10 ; 0 ; 0
2015-11 ; 0 ; 0
2015-12 ; 0 ; 0
2016-1 ; 0 ; 0
2016-2 ; 0 ; 0
2016-3 ; 0 ; 0
2016-4 ; 0 ; 0
2016-5 ; 0 ; 0
2016-6 ; 0 ; 0
2016-7 ; 0 ; 0
2016-8 ; 0 ; 0
2016-9 ; 0 ; 0
2016-10 ; 0 ; 0
2016-11 ; 0 ; 0
2016-12 ; 0 ; 0
2017-1 ; 0 ; 0
2017-2 ; 0 ; 0
2017-3 ; 0 ; 0
2017-4 ; 1 ; 0
2017-5 ; 2 ; 0
2017-6 ; 2 ; 0
2017-7 ; 2 ; 0
2017-8 ; 2 ; 0
2017-9 ; 2 ; 0
2017-10 ; 2 ; 0
2017-11 ; 2 ; 0
2017-12 ; 2 ; 0
2018-1 ; 2 ; 0
2018-2 ; 2 ; 0
2018-3 ; 2 ; 0
2018-4 ; 2 ; 0
2018-5 ; 2 ; 0
2018-6 ; 2 ; 0
2018-7 ; 2 ; 0
2018-8 ; 2 ; 0
2018-9 ; 5 ; 0
2018-10 ; 5 ; 0
2018-11 ; 5 ; 0
2018-12 ; 5 ; 0
2019-1 ; 7 ; 0
2019-2 ; 7 ; 0
2019-3 ; 7 ; 0
2019-4 ; 7 ; 0
2019-5 ; 7 ; 0
2019-6 ; 7 ; 0
2019-7 ; 7 ; 0
2019-8 ; 7 ; 0
2019-9 ; 7 ; 0
2019-10 ; 7 ; 0
2019-11 ; 7 ; 0
2019-12 ; 7 ; 0
2020-1 ; 7 ; 0
2020-2 ; 7 ; 0
