2013-1 ; 0 ; 0
2013-2 ; 0 ; 0
2013-3 ; 0 ; 0
2013-4 ; 0 ; 0
2013-5 ; 0 ; 0
2013-6 ; 0 ; 0
2013-7 ; 0 ; 0
2013-8 ; 0 ; 0
2013-9 ; 0 ; 0
2013-10 ; 0 ; 0
2013-11 ; 0 ; 0
2013-12 ; 0 ; 0
2014-1 ; 0 ; 0
2014-2 ; 0 ; 0
2014-3 ; 0 ; 0
2014-4 ; 0 ; 0
2014-5 ; 0 ; 0
2014-6 ; 0 ; 0
2014-7 ; 0 ; 0
2014-8 ; 0 ; 0
2014-9 ; 0 ; 0
2014-10 ; 0 ; 0
2014-11 ; 0 ; 0
2014-12 ; 0 ; 0
2015-1 ; 0 ; 0
2015-2 ; 0 ; 0
2015-3 ; 0 ; 0
2015-5 ; 0 ; 0
2015-6 ; 0 ; 0
2015-7 ; 0 ; 0
2015-8 ; 0 ; 0
2015-9 ; 0 ; 0
2015-11 ; 0 ; 0
2015-12 ; 0 ; 0
2016-1 ; 0 ; 0
2016-2 ; 0 ; 0
2016-3 ; 0 ; 0
2016-4 ; 0 ; 0
2016-6 ; 0 ; 0
2016-8 ; 0 ; 0
2016-9 ; 0 ; 0
2016-12 ; 0 ; 0
2017-1 ; 0 ; 0
2017-2 ; 0 ; 0
2017-3 ; 0 ; 0
2017-4 ; 0 ; 0
2017-5 ; 0 ; 0
2017-7 ; 0 ; 0
2017-9 ; 0 ; 0
2017-10 ; 0 ; 0
2018-1 ; 0 ; 0
2018-3 ; 0 ; 0
2018-4 ; 0 ; 0
2018-5 ; 0 ; 0
2018-6 ; 0 ; 0
2018-7 ; 0 ; 0
2018-8 ; 0 ; 0
2018-9 ; 0 ; 0
2018-11 ; 0 ; 0
2018-12 ; 0 ; 0
2019-1 ; 0 ; 0
2019-2 ; 0 ; 0
2019-3 ; 0 ; 0
2019-4 ; 0 ; 0
2019-5 ; 0 ; 0
2019-6 ; 0 ; 0
2019-7 ; 0 ; 0
2019-8 ; 0 ; 0
2019-9 ; 0 ; 0
2019-10 ; 0 ; 0
2019-11 ; 0 ; 0
2019-12 ; 0 ; 0
2020-1 ; 0 ; 0
2020-2 ; 0 ; 0
