2010-8 ; 0 ; 0
2010-9 ; 0 ; 0
2010-10 ; 0 ; 0
2010-12 ; 0 ; 0
2011-1 ; 0 ; 0
2011-2 ; 0 ; 0
2011-3 ; 0 ; 0
2011-4 ; 0 ; 0
2011-5 ; 0 ; 0
2011-6 ; 0 ; 0
2011-7 ; 0 ; 0
2011-8 ; 0 ; 0
2011-10 ; 0 ; 0
2011-11 ; 0 ; 0
2011-12 ; 0 ; 0
2012-1 ; 0 ; 0
2012-2 ; 0 ; 0
2012-3 ; 0 ; 0
2012-9 ; 0 ; 0
2012-10 ; 0 ; 0
2012-11 ; 0 ; 0
2013-1 ; 0 ; 0
2013-2 ; 0 ; 0
2013-3 ; 0 ; 0
2013-4 ; 0 ; 0
2013-5 ; 0 ; 0
2013-6 ; 0 ; 0
2013-7 ; 0 ; 0
2013-8 ; 0 ; 0
2013-9 ; 0 ; 0
2013-10 ; 0 ; 0
2014-3 ; 0 ; 0
2014-4 ; 0 ; 0
2014-5 ; 0 ; 0
2014-6 ; 0 ; 0
2015-7 ; 0 ; 0
2015-8 ; 0 ; 0
2015-10 ; 0 ; 0
2015-11 ; 0 ; 0
2016-6 ; 0 ; 0
2016-10 ; 0 ; 0
2017-5 ; 0 ; 0
2017-6 ; 0 ; 0
2017-7 ; 0 ; 0
2017-11 ; 4 ; 0
2019-4 ; 4 ; 0
